Feature Name,coef
33_44,6.093920707702637
44_33,5.862666130065918
44_11,5.221603870391846
44_35,4.951158046722412
33_68,4.9455389976501465
68_33,4.930994033813477
11_44,4.863373279571533
33_65,4.8542914390563965
82_44,4.44313383102417
13_56,4.423854827880859
56_33,4.3311638832092285
33_45,4.315127372741699
48_11,4.3132452964782715
35_44,4.299277305603027
13_45,4.295443534851074
33_11,4.292018890380859
13_44,4.258678913116455
45_35,4.244351863861084
45_33,4.201616287231445
33_31,4.18300199508667
11_45,4.122689247131348
82_65,4.118751049041748
35_45,4.117908000946045
45_11,4.1106038093566895
33_56,4.104056358337402
69_11,4.094433307647705
31_33,4.093323707580566
20_3,4.082876205444336
48_33,4.081559658050537
44_31,4.052762985229492
31_11,4.04888916015625
68_11,4.047573089599609
11_48,4.009789943695068
82_31,3.9927940368652344
19_33,3.98087739944458
13_65,3.9538097381591797
56_13,3.947937488555908
82_11,3.9403011798858643
33_15,3.93376088142395
69_31,3.9234659671783447
31_65,3.8778481483459473
11_69,3.8723466396331787
33_13,3.869264602661133
26_27,3.855844736099243
35_65,3.850822925567627
65_23,3.8445253372192383
15_33,3.841182231903076
33_27,3.828519582748413
31_69,3.7975494861602783
44_72,3.788898229598999
31_82,3.7608773708343506
20_18,3.758805990219116
31_44,3.7433950901031494
11_31,3.724811553955078
68_31,3.7137534618377686
44_13,3.7137064933776855
33_48,3.7042043209075928
84_31,3.697287082672119
50_11,3.6960644721984863
56_11,3.661342144012451
68_13,3.644002914428711
27_33,3.6409618854522705
33_58,3.6290853023529053
33_69,3.6207027435302734
35_48,3.6194663047790527
24_31,3.6167688369750977
13_33,3.612797975540161
33_83,3.607974052429199
13_60,3.603302478790283
31_68,3.5943260192871094
58_11,3.5934929847717285
11_82,3.5918233394622803
50_31,3.5871028900146484
13_82,3.585719108581543
78_32,3.5841429233551025
23_66,3.577319860458374
33_72,3.5529637336730957
48_35,3.5524213314056396
85_33,3.5496985912323
69_13,3.547626256942749
44_82,3.546509265899658
69_33,3.5184755325317383
27_44,3.5055618286132812
11_56,3.490312337875366
13_85,3.4896163940429688
85_13,3.470810651779175
44_73,3.4699501991271973
11_68,3.4698972702026367
11_33,3.469409465789795
33_19,3.4547533988952637
35_69,3.448629140853882
18_20,3.4344215393066406
13_69,3.42087459564209
18_53,3.415586233139038
48_31,3.407801866531372
45_13,3.4073948860168457
30_18,3.406114101409912
48_72,3.4035885334014893
56_35,3.3995652198791504
78_23,3.39367938041687
